Timestamp_uS,Position,P,I,D,Total_Adjustment,PWM_L,PWM_R
13825252,2610,133,0,356,489,0,255
13828544,2695,120,0,-34,86,114,255
13831844,2612,133,0,33,166,34,255
13835140,2621,131,0,-3,128,72,255
13838448,2706,119,0,-34,85,115,255
13841748,2726,116,0,-8,108,92,255
13845048,2749,112,0,-9,103,97,255
13848352,3093,61,0,-137,-76,255,124
13851660,3144,53,0,-20,33,167,233
13855008,3173,49,0,-11,38,163,237
13858360,3107,58,0,26,84,115,255
13861664,2819,102,0,115,217,0,255
13874912,3248,37,0,-142,-105,255,95
13878220,3340,24,0,-36,-12,212,188
13898076,3111,58,0,-63,-5,204,196
13901384,3276,33,0,-66,-33,232,168
13921200,3442,8,0,-14,-6,205,195
13924492,3513,-1,0,-28,-29,230,170
13944324,3564,-9,0,7,-2,202,198
13947656,3569,-10,0,-2,-12,212,188
13964100,3499,0,0,2,2,198,202
13967396,3525,-3,0,-10,-13,214,186
13987252,3882,-57,0,-32,-89,255,111
13990560,3978,-71,0,-38,-109,255,90
14013700,4455,-143,0,-14,-157,255,43
14017040,4462,-144,0,-2,-146,255,53
14020328,4470,-145,0,-3,-148,255,52
14033600,4462,-144,0,-5,-149,255,51
14036896,4500,-150,0,-15,-165,255,35
14056700,4442,-141,0,2,-139,255,62
14059992,4432,-139,0,4,-135,255,65
14076500,3998,-74,0,66,-8,208,192
14079812,3838,-50,0,64,14,187,213
14102988,3517,-2,0,0,-2,202,198
14106320,3499,0,0,7,7,193,207
14109608,3397,15,0,40,55,144,255
14122816,2512,148,0,146,294,0,255
14126116,2482,152,0,12,164,36,255
14146016,2500,150,0,4,154,46,255
14149300,2482,152,0,7,159,41,255
14152580,2487,151,0,-2,149,51,255
14169100,2462,155,0,0,155,44,255
14172432,2462,155,0,0,155,45,255
14175756,2468,154,0,-2,152,48,255
14188996,2493,151,0,0,151,49,255
14192316,2493,151,0,0,151,49,255
14215588,2846,98,0,-82,16,185,215
14218884,3063,65,0,-86,-21,221,179
14222188,3272,34,0,-83,-49,249,151
14238732,3537,-5,0,-10,-15,215,185
14242064,3579,-11,0,-16,-27,228,172
14245352,3830,-49,0,-100,-149,255,51
14258608,4487,-148,0,-2,-150,255,50
14261944,4488,-148,0,0,-148,255,52
14265232,4481,-147,0,2,-145,255,56
14281820,5206,-255,0,-83,-338,255,0
14285136,5372,-280,0,-66,-346,255,0
14288448,5499,-299,0,-50,-349,255,0
14305020,5505,-300,0,-2,-302,255,0
14308328,5505,-300,0,0,-300,255,0
14311628,5499,-299,0,2,-297,255,0
14328200,5512,-301,0,0,-301,255,0
14331540,5459,-293,0,21,-272,255,0
14334844,5372,-280,0,34,-246,255,0
14351428,4555,-158,0,88,-70,255,130
14354724,4500,-150,0,22,-128,255,72
14358064,4494,-149,0,2,-147,255,54
14371320,4428,-139,0,28,-111,255,90
14374616,4239,-110,0,75,-35,235,165
14377916,4040,-81,0,79,-2,201,199
14394452,3518,-2,0,2,0,200,200
14397788,3428,10,0,36,46,154,246
14401076,3153,52,0,110,162,38,255
14417640,2500,150,0,-5,145,56,255
14420928,2444,158,0,22,180,20,255
14424228,2376,168,0,27,195,5,255
14440824,1505,299,0,7,306,0,255
14444168,1500,300,0,2,302,0,255
14447464,1505,299,0,-2,297,0,255
14460720,1542,293,0,-14,279,0,255
14464028,1524,296,0,7,303,0,255
14467372,1524,296,0,0,296,0,255
14483972,1512,298,0,0,298,0,255
14487252,1511,298,0,0,298,0,255
14490548,1511,298,0,0,298,0,255
14507180,1635,279,0,-34,245,0,255
14510480,1781,257,0,-58,199,1,255
14513788,1960,231,0,-71,160,41,255
14527004,2467,154,0,-7,147,53,255
14530296,2511,148,0,-17,131,70,255
14533584,2487,151,0,9,160,39,255
14553492,3493,1,0,-49,-48,248,152
14556784,3524,-3,0,-12,-15,216,184
14560072,3523,-3,0,0,-3,203,197
14573264,4192,-103,0,-118,-221,255,0
14576580,4449,-142,0,-102,-244,255,0
14579880,4475,-146,0,-10,-156,255,44
14596452,4838,-200,0,-82,-282,255,0
14599776,5170,-250,0,-132,-382,255,0
14603092,5392,-283,0,-88,-371,255,0
14619624,5524,-303,0,-2,-305,255,0
14622928,5505,-300,0,7,-293,255,0
14626236,5472,-295,0,13,-282,255,0
14639472,5535,-305,0,-17,-322,255,0
14642780,5579,-311,0,-17,-328,255,0
14646092,5574,-311,0,2,-309,255,0
14662668,5493,-298,0,28,-270,255,0
14665972,5506,-300,0,-5,-305,255,0
14669280,5530,-304,0,-9,-313,255,0
14685864,5499,-299,0,5,-294,255,0
14689168,5420,-288,0,31,-257,255,0
14692484,5307,-271,0,45,-226,255,0
14712388,4481,-147,0,17,-130,255,71
14715676,4475,-146,0,2,-144,255,57
14728904,3621,-18,0,140,122,78,255
14732212,3557,-8,0,25,17,183,217
14735500,3544,-6,0,5,-1,201,199
14752036,2520,147,0,138,285,0,255
14755340,2505,149,0,6,155,45,255
14758636,2492,151,0,5,156,44,255
14778504,1500,300,0,84,384,0,255
14781804,1517,297,0,-6,291,0,255
14801640,1425,311,0,19,330,0,255
14804948,1358,321,0,26,347,0,255
14824884,1342,323,0,-7,316,0,255
14828204,1368,319,0,-10,309,0,255
14844836,1498,300,0,0,300,0,255
14848184,1487,301,0,4,305,0,255
14868136,1798,255,0,-79,176,24,255
14871444,2025,221,0,-90,131,70,255
14891296,2468,154,0,10,164,36,255
14894640,2540,144,0,-28,116,85,255
14911176,3529,-4,0,-17,-21,221,179
14914468,3511,-1,0,7,6,195,205
14937660,4435,-140,0,-2,-142,255,57
14940960,4435,-140,0,0,-140,255,60
14957456,4452,-142,0,-6,-148,255,51
14960760,4480,-147,0,-11,-158,255,42
14980576,4466,-144,0,-4,-148,255,51
14983880,4465,-144,0,0,-144,255,56
15003716,4446,-141,0,4,-137,255,63
15007024,4412,-136,0,13,-123,255,77
15026872,3512,-1,0,-2,-3,204,196
15030176,3491,1,0,8,9,191,209
15050016,2451,157,0,1,158,42,255
15053320,2445,158,0,2,160,40,255
15069880,1506,299,0,2,301,0,255
15073196,1372,319,0,53,372,0,255
15093136,429,460,0,0,460,0,255
15096436,436,459,0,-2,457,0,255
15112972,297,480,0,34,514,0,255
15116300,215,492,0,32,524,0,255
15139584,53,517,0,0,517,0,255
15142900,51,517,0,0,517,0,255
15146220,0,525,0,20,545,0,255
15159524,51,517,0,1,518,0,255
15162852,51,517,0,0,517,0,255
15182808,167,499,0,-13,486,0,255
15186136,186,497,0,-7,490,0,255
15206012,407,463,0,-10,453,0,255
15209312,422,461,0,-6,455,0,255
15212620,429,460,0,-2,458,0,255
15229136,429,460,0,2,462,0,255
15232436,429,460,0,0,460,0,255
15235728,443,458,0,-5,453,0,255
15248992,443,458,0,2,460,0,255
15252300,436,459,0,2,461,0,255
15272188,696,420,0,-30,390,0,255
15275528,781,407,0,-34,373,0,255
15278864,853,397,0,-28,369,0,255
15295556,1191,346,0,-47,299,0,255
15298900,1295,330,0,-41,289,0,255
15302236,1342,323,0,-18,305,0,255
15315460,1494,300,0,-4,296,0,255
15318760,1537,294,0,-17,277,0,255
15338680,1679,273,0,-35,238,0,255
15341976,1761,260,0,-32,228,0,255
15345324,1931,235,0,-68,167,33,255
15365176,2467,154,0,3,157,42,255
15368480,2467,154,0,0,154,46,255
15371780,2468,154,0,0,154,46,255
15385008,2997,75,0,-167,-92,255,109
15388320,3291,31,0,-117,-86,255,114
15391640,3497,0,0,-82,-82,255,119
15408180,3533,-4,0,-7,-11,212,188
15411492,3530,-4,0,1,-3,203,197
15414800,3539,-5,0,-3,-8,209,191
15431392,4315,-122,0,-27,-149,255,51
15434716,4396,-134,0,-32,-166,255,34
15438040,4429,-139,0,-13,-152,255,48
15454632,4458,-143,0,2,-141,255,59
15457952,4448,-142,0,4,-138,255,62
15461268,4466,-144,0,-7,-151,255,48
15474536,4447,-142,0,-6,-148,255,52
15477860,4421,-138,0,10,-128,255,73
15481176,4425,-138,0,-1,-139,255,60
15497792,3728,-34,0,140,106,94,255
15501112,3593,-13,0,54,41,160,240
15504428,3524,-3,0,27,24,176,224
15517668,3497,0,0,3,3,197,203
15520984,3478,3,0,7,10,190,210
15524296,3377,18,0,40,58,142,255
15544204,2455,156,0,-2,154,46,255
15547520,2453,157,0,0,157,43,255
15550828,2383,167,0,28,195,5,255
15564124,1534,294,0,61,355,0,255
15567440,1483,302,0,20,322,0,255
15570756,1484,302,0,0,302,0,255
15587320,1492,301,0,0,301,0,255
15590644,1483,302,0,3,305,0,255
15593956,1492,301,0,-3,298,0,255
15610544,1491,301,0,6,307,0,255
15613856,1500,300,0,-3,297,0,255
15617180,1482,302,0,7,309,0,255
15633764,1555,291,0,-22,269,0,255
15637080,1664,275,0,-43,232,0,255
15640400,1758,261,0,-37,224,0,255
15657008,2458,156,0,-50,106,94,255
15660316,2450,157,0,3,160,40,255
15663632,2478,153,0,-11,142,58,255
15676892,2913,88,0,-113,-25,225,175
15680220,3256,36,0,-137,-101,255,100
15683548,3381,17,0,-50,-33,232,168
15700128,3724,-33,0,-71,-104,255,96
15703452,4000,-75,0,-110,-185,255,15
15706780,4218,-107,0,-87,-194,255,6
15723388,4483,-147,0,0,-147,255,53
15726704,4574,-161,0,-36,-197,255,3
15730028,4761,-189,0,-74,-263,255,0
15746716,5394,-284,0,-9,-293,255,0
15750056,5462,-294,0,-27,-321,255,0
15753392,5485,-297,0,-9,-306,255,0
15766720,5495,-299,0,-8,-307,255,0
15770048,5485,-297,0,4,-293,255,0
15773380,5484,-297,0,0,-297,255,0
15790024,5485,-297,0,0,-297,255,0
15793360,5485,-297,0,0,-297,255,0
15796680,5439,-290,0,18,-272,255,0
15813344,5000,-225,0,38,-187,255,14
15816672,4896,-209,0,41,-168,255,33
15820012,4654,-173,0,96,-77,255,124
15833300,4451,-142,0,12,-130,255,71
15836620,4372,-130,0,31,-99,255,101
15839944,4339,-125,0,13,-112,255,88
15856576,3495,0,0,8,8,191,209
15859900,3471,4,0,9,13,187,213
15863216,3430,10,0,16,26,174,226
15879848,2398,165,0,22,187,13,255
15883168,2428,160,0,-12,148,52,255
15886500,2352,172,0,30,202,0,255
15906472,1558,291,0,-16,275,0,255
15909788,1517,297,0,16,313,0,255
15923064,1522,296,0,-8,288,0,255
15926384,1515,297,0,2,299,0,255
15929704,1515,297,0,0,297,0,255
15946248,1517,297,0,-2,295,0,255
15949552,1506,299,0,4,303,0,255
15952852,1487,301,0,7,308,0,255
15966068,1528,295,0,-22,273,0,255
15969384,1663,275,0,-54,221,0,255
15972704,1816,252,0,-61,191,9,255
15995892,2470,154,0,19,173,26,255
15999200,2484,152,0,-5,147,54,255
16012460,3506,0,0,-116,-116,255,84
16015764,3513,-1,0,-2,-3,204,196
16019068,3550,-7,0,-14,-21,222,178
16038920,4476,-146,0,-93,-239,255,0
16042232,4471,-145,0,2,-143,255,57
16062092,4833,-199,0,-98,-297,255,0
16065416,4931,-214,0,-39,-253,255,0
16085384,5061,-234,0,0,-234,255,0
16088696,5064,-234,0,-1,-235,255,0
16108560,4435,-140,0,-2,-142,255,58
16111864,4434,-140,0,0,-140,255,61
16131724,3505,0,0,0,0,200,200
16135028,3505,0,0,0,0,200,200
16151540,2474,153,0,52,205,0,255
16154856,2475,153,0,0,153,47,255
16174768,1349,322,0,42,364,0,255
16178084,943,383,0,162,545,0,255
16197980,463,455,0,-2,453,0,255
16201332,429,460,0,13,473,0,255
16221256,0,525,0,0,525,0,255
16224572,0,525,0,0,525,0,255
16241232,0,525,0,0,525,0,255
16244516,0,525,0,0,525,0,255
16264164,0,525,0,0,525,0,255
16267428,0,525,0,0,525,0,255
16286996,0,525,0,0,525,0,255
16290252,0,525,0,0,525,0,255
16332692,0,525,0,0,525,0,255
16335964,0,525,0,0,525,0,255
16339220,0,525,0,0,525,0,255
16352288,0,525,0,0,525,0,255
16355552,0,525,0,0,525,0,255
16378404,0,525,0,0,525,0,255
16381664,0,525,0,0,525,0,255
16384936,0,525,0,0,525,0,255
16401296,0,525,0,0,525,0,255
16404644,0,525,0,0,525,0,255
16407964,0,525,0,0,525,0,255
16421276,0,525,0,0,525,0,255
16424600,0,525,0,0,525,0,255
16427924,0,525,0,0,525,0,255
16444548,113,508,0,-45,463,0,255
16447876,274,483,0,-64,419,0,255
16451204,457,456,0,-73,383,0,255
16467744,500,450,0,0,450,0,255
16471052,500,450,0,0,450,0,255
16474392,500,450,0,0,450,0,255
16491056,1402,314,0,-36,278,0,255
16494364,1452,307,0,-20,287,0,255
16497676,1500,300,0,-19,281,0,255
16510972,2312,178,0,-258,-80,255,121
16514324,2458,156,0,-58,98,103,255
16517672,2482,152,0,-9,143,57,255
16534256,3275,33,0,-262,-229,255,0
16537564,3460,6,0,-74,-68,255,132
16540912,3460,6,0,0,6,194,206
16554120,3657,-23,0,-50,-73,255,126
16557420,3903,-60,0,-98,-158,255,42
16560736,4046,-81,0,-57,-138,255,61
16580700,4233,-109,0,-36,-145,255,54
16584040,4512,-151,0,-111,-262,255,0
16587388,4580,-162,0,-27,-189,255,11
16603928,4487,-148,0,-4,-152,255,48
16607248,4489,-148,0,0,-148,255,51
16610560,4801,-195,0,-124,-319,255,0
16623800,4057,-83,0,23,-60,255,140
16627144,4175,-101,0,-47,-148,255,52
16630484,4298,-119,0,-49,-168,255,32
16647124,4233,-109,0,27,-82,255,118
16650472,4157,-98,0,30,-68,255,132
16653820,3928,-64,0,91,27,173,227
16670432,3462,5,0,-62,-57,255,143
16673728,3500,0,0,-15,-15,215,185
16677064,3352,22,0,59,81,119,255
16693684,2488,151,0,4,155,44,255
16697032,2449,157,0,15,172,27,255
16700332,2443,158,0,2,160,40,255
16713584,1615,282,0,102,384,0,255
16716908,1523,296,0,36,332,0,255
16720216,1517,297,0,2,299,0,255
16736772,1487,301,0,-2,299,0,255
16740088,1423,311,0,25,336,0,255
16743404,1471,304,0,-19,285,0,255
16756688,1450,307,0,0,307,0,255
16760012,1465,305,0,-6,299,0,255
16763332,1493,301,0,-11,290,0,255
16779896,1524,296,0,4,300,0,255
16783208,1529,295,0,-2,293,0,255
16786524,1529,295,0,0,295,0,255
16803120,2320,177,0,-110,67,133,255
16806432,2474,153,0,-61,92,108,255
16809732,2420,162,0,21,183,17,255
16826336,2750,112,0,-77,35,166,234
16829652,2925,86,0,-70,16,184,216
16832968,3363,20,0,-175,-155,255,46
16849552,3628,-19,0,-39,-58,255,142
16852856,3842,-51,0,-85,-136,255,64
16856176,4040,-81,0,-79,-160,255,40
16872712,4500,-150,0,0,-150,255,50
16876040,4512,-151,0,-4,-155,255,44
16879332,4623,-168,0,-44,-212,255,0
16892584,5242,-261,0,-55,-316,255,0
16895896,5348,-277,0,-42,-319,255,0
16899208,5410,-286,0,-24,-310,255,0
16915736,5500,-300,0,0,-300,255,0
16919068,5500,-300,0,0,-300,255,0
16922348,5500,-300,0,0,-300,255,0
16938928,5432,-289,0,19,-270,255,0
16942236,5366,-279,0,26,-253,255,0
16945540,5305,-270,0,24,-246,255,0
16965404,4573,-160,0,73,-87,255,113
16968696,4500,-150,0,29,-121,255,80
16981920,4426,-138,0,29,-109,255,91
16985224,4036,-80,0,156,76,125,255
16988536,4097,-89,0,-24,-113,255,87
17005052,3518,-2,0,7,5,196,204
17008344,3399,15,0,47,62,138,255
17011656,3129,55,0,108,163,37,255
17031572,2392,166,0,40,206,0,255
17034884,2236,189,0,62,251,0,255
17054824,1525,296,0,3,299,0,255
17058136,1506,299,0,7,306,0,255
17078040,1459,306,0,13,319,0,255
17081364,1486,302,0,-10,292,0,255
17097944,1506,299,0,-2,297,0,255
17101264,1512,298,0,-2,296,0,255
17121148,1668,274,0,-50,224,0,255
17124480,1789,256,0,-48,208,0,255
17144372,2478,153,0,8,161,39,255
17147672,2505,149,0,-10,139,62,255
17164232,3505,0,0,-84,-84,255,115
17167536,3530,-4,0,-10,-14,214,186
17187412,4257,-113,0,-120,-233,255,0
17190708,4298,-119,0,-16,-135,255,64
17210588,5083,-237,0,-99,-336,255,0
17213908,5198,-254,0,-46,-300,255,0
17256924,5480,-297,0,-2,-299,255,0
17260228,5478,-296,0,0,-296,255,0
17280076,5177,-251,0,23,-228,255,0
17283392,5094,-239,0,33,-206,255,0
17299944,4481,-147,0,7,-140,255,61
17303240,4487,-148,0,-2,-150,255,50
17323116,3609,-16,0,197,181,19,255
17326432,3667,-25,0,-23,-48,248,152
17346236,3015,72,0,106,178,21,255
17349560,2696,120,0,127,247,0,255
17369412,2145,203,0,25,228,0,255
17372744,1912,238,0,93,331,0,255
17389344,1514,297,0,0,297,0,255
17392668,1506,299,0,3,302,0,255
17412616,1149,352,0,-2,350,0,255
17415952,1167,349,0,-7,342,0,255
17435852,2056,216,0,-165,51,149,251
17439192,1895,240,0,64,304,0,255
17455888,1456,306,0,18,324,0,255
17459188,1577,288,0,-48,240,0,255
17479088,2479,153,0,0,153,48,255
17482388,2484,152,0,-2,150,50,255
17502296,3519,-2,0,-5,-7,208,192
17505596,3541,-6,0,-8,-14,214,186
17525460,4481,-147,0,-60,-207,255,0
17528756,4487,-148,0,-2,-150,255,50
17532060,4527,-154,0,-16,-170,255,30
17548640,5440,-291,0,-18,-309,255,0
17551948,5485,-297,0,-18,-315,255,0
17555256,5485,-297,0,0,-297,255,0
17571800,5519,-302,0,-2,-304,255,0
17575116,5512,-301,0,2,-299,255,0
17578424,5526,-303,0,-5,-308,255,0
17591660,5512,-301,0,-2,-303,255,0
17594968,5505,-300,0,2,-298,255,0
17598276,5505,-300,0,0,-300,255,0
17614784,5463,-294,0,11,-283,255,0
17618096,5478,-296,0,-6,-302,255,0
17621408,5485,-297,0,-2,-299,255,0
17637984,4743,-186,0,74,-112,255,88
17641296,4552,-157,0,76,-81,255,119
17644604,4493,-148,0,23,-125,255,75
17661104,4234,-110,0,71,-39,238,162
17664412,4062,-84,0,68,-16,215,185
17667728,3868,-55,0,77,22,178,222
17680956,3512,-1,0,-5,-6,207,193
17684260,3482,2,0,12,14,186,214
17687576,3284,32,0,79,111,89,255
17704180,2458,156,0,0,156,43,255
17707492,2483,152,0,-10,142,58,255
17710804,2401,164,0,32,196,3,255
17727440,1515,297,0,31,328,0,255
17730764,1500,300,0,6,306,0,255
17734088,1459,306,0,16,322,0,255
17750724,1462,305,0,9,314,0,255
17754044,1442,308,0,8,316,0,255
17757376,1460,306,0,-7,299,0,255
17774000,1492,301,0,-6,295,0,255
17777324,1492,301,0,0,301,0,255
17780636,1485,302,0,2,304,0,255
554049979,1484,-210,30340,271,30401,242,170
17797260,1595,285,0,-10,275,0,255
17800588,1732,265,0,-54,211,0,255
17817200,2429,160,0,-9,151,49,255
17820508,2483,152,0,-21,131,70,255
17823820,2484,152,0,0,152,48,255
17840400,3490,1,0,-66,-65,255,136
17843708,3512,-1,0,-8,-9,210,190
17847012,3520,-3,0,-3,-6,206,194
17863584,4424,-138,0,-48,-186,255,13
17866888,4143,-96,0,112,16,185,215
17870232,4261,-114,0,-47,-161,255,39
17886796,5177,-251,0,-70,-321,255,0
17890112,5375,-281,0,-79,-360,255,0
17893432,5432,-289,0,-22,-311,255,0
17909976,5306,-270,0,74,-196,255,4
17913272,5506,-300,0,-80,-380,255,0
17916576,5512,-301,0,-2,-303,255,0
17929796,5491,-298,0,3,-295,255,0
17933104,5483,-297,0,3,-294,255,0
17936420,5460,-294,0,9,-285,255,0
17952980,5162,-249,0,70,-179,255,21
17956292,5000,-225,0,64,-161,255,40
17959608,4920,-213,0,32,-181,255,19
17972860,4487,-148,0,-6,-154,255,46
17976160,4430,-139,0,22,-117,255,84
17979472,4402,-135,0,11,-124,255,76
17999348,3489,1,0,18,19,180,220
18002656,3441,8,0,19,27,172,228
18005964,3216,42,0,90,132,68,255
18042524,1484,302,0,45,347,0,255
18045848,1500,300,0,-6,294,0,255
18049172,1500,300,0,0,300,0,255
18065792,1428,310,0,4,314,0,255
18069120,1391,316,0,14,330,0,255
18072448,1377,318,0,5,323,0,255
18085784,1296,330,0,-2,328,0,255
18089128,1301,329,0,-2,327,0,255
18092460,1321,326,0,-8,318,0,255
18109116,1456,306,0,-3,303,0,255
18112444,1475,303,0,-7,296,0,255
18115776,1507,298,0,-12,286,0,255
18132408,1591,286,0,-29,257,0,255
18135732,1749,262,0,-63,199,1,255
18139064,1880,243,0,-52,191,10,255
18158988,2466,155,0,3,158,42,255
18162304,2482,152,0,-6,146,54,255
18175596,3290,31,0,-142,-111,255,90
18178920,3465,5,0,-70,-65,255,136
18182240,3513,-1,0,-19,-20,221,179
18198784,4289,-118,0,-115,-233,255,0
18202104,4425,-138,0,-54,-192,255,7
18205408,4459,-143,0,-13,-156,255,43
18225300,5376,-281,0,-85,-366,255,0
18228612,5438,-290,0,-24,-314,255,0
18248456,5529,-304,0,-22,-326,255,0
18251768,5571,-310,0,-16,-326,255,0
18271676,5589,-313,0,11,-302,255,0
18274992,5529,-304,0,24,-280,255,0
18291532,5483,-297,0,-2,-299,255,0
18294848,5468,-295,0,6,-289,255,0
18314744,4694,-179,0,-42,-221,255,0
18318060,4316,-122,0,151,29,172,228
18337924,3692,-28,0,171,143,58,255
18361128,2921,86,0,123,209,0,255
18364472,2757,111,0,65,176,23,255
18384376,2177,198,0,73,271,0,255
18387708,2000,225,0,70,295,0,255
18404384,1532,295,0,10,305,0,255
18407704,1500,300,0,12,312,0,255
18427676,1484,302,0,0,302,0,255
18430996,1848,247,0,-145,102,98,255
18450896,1602,284,0,-21,263,0,255
18454220,1691,271,0,-35,236,0,255
18474232,2314,177,0,-94,83,117,255
18477556,2438,159,0,-49,110,91,255
18494120,2784,107,0,-81,26,175,225
18497436,2919,87,0,-54,33,167,233
18517308,3500,0,0,4,4,196,204
18520636,3500,0,0,0,0,200,200
18540488,3914,-62,0,-50,-112,255,88
18543800,3998,-74,0,-33,-107,255,92
18563660,4361,-129,0,-24,-153,255,47
18566956,4388,-133,0,-10,-143,255,56
18586764,4052,-82,0,48,-34,234,166
18590060,3914,-62,0,55,-7,206,194
